query,tweet,label
18,1281214033077682179,1
18,1284700628334178306,1
18,1284770480973438976,1
18,1287158860311154689,1
18,1285786530506616833,1
19,1283697219305005056,0
19,1281583477331070977,0
19,1290506074936823808,1
19,1284718098969325569,0
19,1290606964586631168,1
19,1284657944529862656,0
19,1286357305936818181,1
19,1285955075198910464,0
20,1286655638827933704,0
20,1286310613120057351,0
20,1286555527015813121,0
20,1283459362581876736,0
20,1281085589639626752,0
20,1287151808863801349,1
20,1281708183384449027,0
20,1283494539710300160,0
21,1284103783522476033,1
21,1282260788778958848,1
21,1283996459180810240,1
21,1282475430260494338,0
21,1285756384651251713,0
21,1286066043874684928,0
21,1285687032388423680,0
21,1281576786887933955,0
22,1282068912113246208,0
22,1285606649131085826,1
22,1285830345149964290,1
22,1285846995341438976,1
22,1285093257295233029,1
22,1281136143682154496,1
22,1286664094532218881,0
22,1287049365178191874,1
23,1283667193532538886,1
23,1286702475421134849,0
23,1287053847177891840,1
23,1291728461254594560,1
23,1287399134291464193,1
23,1291112123439951872,0
23,1286056811259473921,1
23,1287009922492719104,0
24,1286814592346329089,1
24,1281609950108758016,1
24,1286619233821118464,0
24,1287242780134313984,1
24,1287236831113875458,0
24,1286011165043232774,1
24,1284236265710329856,1
24,1287273788208381954,0
25,1290527715984986112,1
25,1281521886547939328,1
25,1290406176648318978,1
25,1290994822313107457,0
25,1280930769054154754,0
25,1290511599812452352,1
25,1290527011295899649,1
25,1290507087395672066,1
26,1284682052131008512,0
26,1284210005764239360,1
26,1286693889198436353,1
26,1288837711051345921,0
26,1281061220695642124,1
26,1283420708161413120,1
26,1284160515925774336,0
26,1281697117896167426,1
27,1287196926337744898,0
27,1284910654751674368,0
27,1280938988946231296,1
27,1287472660193185801,0
27,1286308382081724417,1
27,1285226458797862913,1
27,1285007190323937280,1
27,1284947111335911424,1
28,1283490260710760448,1
28,1281600000557023236,0
28,1281773009947078661,0
28,1287449593735766018,1
28,1283909747079553024,1
28,1281449373218430976,1
28,1281466256227434497,0
28,1285771873549266944,1
29,1285567706960465921,1
29,1284174420571914240,1
29,1281168210289668097,0
29,1284509131836207108,0
29,1287519586020208646,0
29,1287046895282487297,1
29,1286288712679202816,1
29,1285157338224222209,1
30,1284918551355232257,1
30,1286716310295130113,1
30,1284999596335226881,1
30,1284804100639485953,1
30,1283765097643470848,1
30,1283840873827098625,1
30,1282363547973025792,1
30,1285639814746972160,1
31,1291132001479725056,0
31,1288849122259214337,1
31,1286111302675386370,0
31,1291116883459084298,1
31,1286444806315466752,0
31,1291184897642700802,1
31,1281567610383949824,0
31,1286678357707546626,0
32,1283635999864614913,1
32,1286090204953149440,1
32,1283911598466306048,1
32,1287108797253615616,1
32,1283679272725512193,1
32,1286772394712014855,1
32,1285104819879870464,1
32,1283772499574943747,1
33,1284730170201473024,1
33,1284491310515105792,1
33,1287315730959138817,1
33,1287336745504247808,1
33,1284928156529565697,1
33,1283407434388779010,1
33,1282676565537685505,1
33,1284608607556972545,1
34,1283945130706206723,1
34,1291259868452515842,1
34,1285568516666478592,0
34,1285556292338298880,0
34,1284986300429475841,1
34,1284828462935494659,1
34,1284275825853059072,1
34,1284943276601212935,1
35,1291729236735275010,1
35,1291728035062984704,1
35,1285653528132952065,1
35,1291737700047843328,1
35,1291728957587546112,1
35,1283766889555075073,0
35,1291735645908537346,1
35,1283689926379229185,1
36,1284200052823654400,1
36,1281714600434716673,0
36,1284341178113163264,1
36,1284217495327346688,1
36,1284517790385397761,1
36,1281691434177961985,0
36,1281655189158543360,0
36,1282571965061111808,0
37,1287259257348317185,0
37,1286136886529085445,0
37,1283521963558928385,0
37,1286812879187070976,0
37,1285600069144719361,0
37,1286409034556411904,0
37,1285299415478145024,0
37,1286434074668802054,0
38,1285618392251150342,1
38,1284378728600973312,0
38,1284807741014306817,0
38,1285609573471203329,1
38,1284247953671102469,1
38,1285604189377384458,1
38,1285629814062407681,1
38,1282381006729891840,1
39,1290610103553413120,0
39,1282349669583138817,1
39,1290399425106452491,1
39,1287556031875133441,0
39,1287501965673496576,1
39,1290421450785140738,0
39,1287294290880651266,0
39,1287294998547804160,0
40,1282492508489093124,1
40,1283780008582971400,1
40,1284204590427254785,1
40,1286670005954904064,1
40,1282146753425420289,1
40,1284150498837159936,1
40,1284204224339775488,1
40,1284151653306970124,1
