query,tweet,label
20,1.28568E+18,1
20,1.2859E+18,0
20,1.28151E+18,0
20,1.28722E+18,0
20,1.28158E+18,1
20,1.28181E+18,0
20,1.28392E+18,0
21,1.2874E+18,0
21,1.28604E+18,1
21,1.2871E+18,1
21,1.28562E+18,0
21,1.28245E+18,0
21,1.28686E+18,0
21,1.28231E+18,1
21,1.28601E+18,0
22,1.28706E+18,1
22,1.28102E+18,1
22,1.28604E+18,1
22,1.29042E+18,0
22,1.2836E+18,0
22,1.28256E+18,0
22,1.28389E+18,0
22,1.28206E+18,0
23,1.28671E+18,1
23,1.28122E+18,1
23,1.28171E+18,0
23,1.28456E+18,0
23,1.28682E+18,0
23,1.28469E+18,1
23,1.28739E+18,0
23,1.28739E+18,0
24,1.28216E+18,1
24,1.28738E+18,1
24,1.2861E+18,1
24,1.29171E+18,0
24,1.28214E+18,0
24,1.28738E+18,0
24,1.28724E+18,1
24,1.28391E+18,1
25,1.28363E+18,1
25,1.28355E+18,0
25,1.28177E+18,0
25,1.28354E+18,0
25,1.28487E+18,0
25,1.28381E+18,1
25,1.2904E+18,1
25,1.2905E+18,1
26,1.28211E+18,1
26,1.28752E+18,1
26,1.28096E+18,1
26,1.28644E+18,1
26,1.28741E+18,0
26,1.2848E+18,1
26,1.28227E+18,1
26,1.28717E+18,1
27,1.28354E+18,1
27,1.28098E+18,1
27,1.28669E+18,1
27,1.28161E+18,1
27,1.28667E+18,1
27,1.28565E+18,0
27,1.28237E+18,1
27,1.28713E+18,1
28,1.28639E+18,1
28,1.28243E+18,1
28,1.28211E+18,1
28,1.28194E+18,0
28,1.28395E+18,1
28,1.28427E+18,0
28,1.28101E+18,0
28,1.28101E+18,0
29,1.28433E+18,0
29,1.28629E+18,1
29,1.28349E+18,1
29,1.28709E+18,1
29,1.28497E+18,1
29,1.28657E+18,1
29,1.28728E+18,0
29,1.28566E+18,1
30,1.287E+18,1
30,1.28479E+18,0
30,1.28097E+18,0
30,1.28093E+18,0
30,1.28565E+18,1
30,1.28666E+18,1
30,1.28525E+18,1
30,1.28369E+18,1
31,1.29122E+18,1
31,1.28158E+18,0
31,1.29113E+18,1
31,1.28236E+18,0
31,1.29112E+18,1
31,1.2816E+18,0
31,1.29117E+18,1
31,1.28156E+18,0
32,1.28377E+18,0
32,1.28724E+18,0
32,1.2867E+18,1
32,1.28392E+18,1
32,1.28727E+18,0
32,1.2838E+18,0
32,1.28391E+18,0
32,1.28173E+18,1
33,1.28464E+18,1
33,1.28239E+18,1
33,1.28528E+18,1
33,1.28449E+18,1
33,1.28517E+18,1
33,1.28464E+18,1
33,1.28373E+18,1
33,1.2847E+18,1
34,1.28491E+18,1
34,1.28556E+18,1
34,1.28475E+18,1
34,1.28488E+18,1
34,1.28395E+18,0
34,1.28484E+18,1
34,1.28491E+18,1
34,1.28581E+18,0
35,1.29174E+18,1
35,1.29173E+18,1
35,1.29173E+18,1
35,1.29173E+18,1
35,1.29173E+18,1
35,1.28382E+18,1
35,1.28566E+18,0
35,1.29172E+18,1
36,1.28448E+18,1
36,1.28168E+18,0
36,1.28165E+18,0
36,1.28166E+18,0
36,1.28165E+18,0
36,1.28425E+18,1
36,1.28179E+18,0
36,1.2817E+18,0
37,1.28613E+18,0
37,1.28607E+18,0
37,1.28753E+18,1
37,1.2857E+18,0
37,1.28698E+18,0
37,1.28515E+18,0
37,1.28109E+18,0
37,1.28683E+18,0
38,1.28224E+18,1
38,1.28124E+18,1
38,1.28235E+18,0
38,1.28355E+18,1
38,1.2856E+18,1
38,1.28483E+18,0
38,1.28564E+18,0
38,1.28163E+18,1
39,1.28741E+18,1
39,1.28212E+18,0
39,1.28237E+18,0
39,1.28217E+18,0
39,1.28378E+18,0
39,1.28755E+18,1
39,1.28212E+18,0
39,1.28258E+18,1
40,1.28415E+18,1
40,1.28526E+18,0
40,1.28211E+18,1
40,1.28227E+18,1
40,1.28415E+18,1
40,1.28415E+18,1
40,1.28224E+18,1
40,1.28428E+18,1
