query,tweet,label
15,1.28403E+18,0
15,1.28231E+18,1
15,1.28463E+18,0
15,1.28566E+18,0
15,1.28563E+18,1
16,1.28389E+18,1
16,1.28425E+18,1
16,1.2811E+18,0
16,1.29168E+18,0
16,1.2838E+18,0
16,1.28422E+18,1
16,1.28421E+18,1
16,1.28098E+18,1
17,1.28715E+18,1
17,1.28228E+18,1
17,1.28575E+18,1
17,1.2838E+18,1
17,1.28469E+18,1
17,1.28465E+18,1
17,1.28487E+18,1
17,1.28177E+18,1
18,1.28561E+18,1
18,1.28642E+18,1
18,1.28706E+18,1
18,1.28121E+18,1
18,1.2847E+18,1
18,1.28477E+18,1
18,1.28716E+18,1
18,1.28579E+18,1
19,1.2837E+18,0
19,1.28158E+18,0
19,1.29051E+18,1
19,1.28472E+18,0
19,1.29061E+18,1
19,1.28466E+18,0
19,1.28636E+18,1
19,1.28596E+18,0
20,1.28666E+18,0
20,1.28631E+18,0
20,1.28656E+18,0
20,1.28346E+18,0
20,1.28109E+18,0
20,1.28715E+18,1
20,1.28171E+18,0
20,1.28349E+18,0
21,1.2841E+18,1
21,1.28226E+18,1
21,1.284E+18,1
21,1.28248E+18,0
21,1.28576E+18,0
21,1.28607E+18,0
21,1.28569E+18,0
21,1.28158E+18,0
22,1.28207E+18,0
22,1.28561E+18,1
22,1.28583E+18,1
22,1.28585E+18,1
22,1.28509E+18,1
22,1.28114E+18,1
22,1.28666E+18,0
22,1.28705E+18,1
23,1.28367E+18,1
23,1.2867E+18,0
23,1.28705E+18,1
23,1.29173E+18,1
23,1.2874E+18,1
23,1.29111E+18,0
23,1.28606E+18,1
23,1.28701E+18,0
24,1.28681E+18,1
24,1.28161E+18,1
24,1.28662E+18,0
24,1.28724E+18,1
24,1.28724E+18,0
24,1.28601E+18,1
24,1.28424E+18,1
24,1.28727E+18,0
25,1.29053E+18,1
25,1.28152E+18,1
25,1.29041E+18,1
25,1.29099E+18,0
25,1.28093E+18,0
25,1.29051E+18,1
25,1.29053E+18,1
25,1.29051E+18,1
26,1.28468E+18,0
26,1.28421E+18,1
26,1.28669E+18,1
26,1.28884E+18,0
26,1.28106E+18,1
26,1.28342E+18,1
26,1.28416E+18,0
26,1.2817E+18,1
27,1.2872E+18,0
27,1.28491E+18,0
27,1.28094E+18,1
27,1.28747E+18,0
27,1.28631E+18,1
27,1.28523E+18,1
27,1.28501E+18,1
27,1.28495E+18,1
28,1.28349E+18,1
28,1.2816E+18,0
28,1.28177E+18,0
28,1.28745E+18,1
28,1.28391E+18,1
28,1.28145E+18,1
28,1.28147E+18,0
28,1.28577E+18,1
29,1.28557E+18,1
29,1.28417E+18,1
29,1.28117E+18,0
29,1.28451E+18,0
29,1.28752E+18,0
29,1.28705E+18,1
29,1.28629E+18,1
29,1.28516E+18,1
30,1.28492E+18,1
30,1.28672E+18,1
30,1.285E+18,1
30,1.2848E+18,1
30,1.28377E+18,1
30,1.28384E+18,1
30,1.28236E+18,1
30,1.28564E+18,1
31,1.29113E+18,0
31,1.28885E+18,1
31,1.28611E+18,0
31,1.29112E+18,1
31,1.28644E+18,0
31,1.29118E+18,1
31,1.28157E+18,0
31,1.28668E+18,0
32,1.28364E+18,1
32,1.28609E+18,1
32,1.28391E+18,1
32,1.28711E+18,1
32,1.28368E+18,1
32,1.28677E+18,1
32,1.2851E+18,1
32,1.28377E+18,1
33,1.28473E+18,1
33,1.28449E+18,1
33,1.28732E+18,1
33,1.28734E+18,1
33,1.28493E+18,1
33,1.28341E+18,1
33,1.28268E+18,1
33,1.28461E+18,1
34,1.28395E+18,1
34,1.29126E+18,1
34,1.28557E+18,0
34,1.28556E+18,0
34,1.28499E+18,1
34,1.28483E+18,1
34,1.28428E+18,1
34,1.28494E+18,1
35,1.29173E+18,1
35,1.29173E+18,1
35,1.28565E+18,1
35,1.29174E+18,1
35,1.29173E+18,1
35,1.28377E+18,0
35,1.29174E+18,1
35,1.28369E+18,1
36,1.2842E+18,1
36,1.28171E+18,0
36,1.28434E+18,1
36,1.28422E+18,1
36,1.28452E+18,1
36,1.28169E+18,0
36,1.28166E+18,0
36,1.28257E+18,0
37,1.28726E+18,0
37,1.28614E+18,0
37,1.28352E+18,0
37,1.28681E+18,0
37,1.2856E+18,0
37,1.28641E+18,0
37,1.2853E+18,0
37,1.28643E+18,0
38,1.28562E+18,1
38,1.28438E+18,0
38,1.28481E+18,0
38,1.28561E+18,1
38,1.28425E+18,1
38,1.2856E+18,1
38,1.28563E+18,1
38,1.28238E+18,1
39,1.29061E+18,0
39,1.28235E+18,1
39,1.2904E+18,1
39,1.28756E+18,0
39,1.2875E+18,1
39,1.29042E+18,0
39,1.28729E+18,0
39,1.28729E+18,0
40,1.28249E+18,1
40,1.28378E+18,1
40,1.2842E+18,1
40,1.28667E+18,1
40,1.28215E+18,1
40,1.28415E+18,1
40,1.2842E+18,1
40,1.28415E+18,1
